Date,Cases,Deaths,Recovered,Travel_history,Province,City
2020-04-16,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
2020-04-16,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
2020-04-16,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Bajaur
2020-04-16,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
2020-04-16,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
2020-04-16,8,0,6,Unknown,Gilgit-Baltistan,Gilgit
2020-04-16,0,7,112,Unknown,Punjab,Lahore
2020-04-16,24,0,0,Local - Social Contact,Punjab,Lahore
2020-04-16,8,0,0,Local - Social Contact,Punjab,Faisalabad
2020-04-16,1,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
2020-04-16,21,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
2020-04-16,86,0,0,Unknown,Punjab,Sargodha
2020-04-16,3,0,0,Local - Social Contact,Punjab,Sialkot
2020-04-16,3,0,0,Local - Social Contact,Punjab,Bahawal Nagar
2020-04-16,48,0,0,Unknown,Punjab,Bahawalpur
2020-04-16,4,0,0,Local - Social Contact,Punjab,Sheikhupura
2020-04-16,1,0,0,Local - Social Contact,Punjab,Bhakhar
2020-04-16,10,0,0,Tableeghi Jamaat,Punjab,Multan
2020-04-16,21,0,0,Local - Social Contact,Punjab,Khushab
2020-04-16,70,4,16,Local - Social Contact,Sindh,Karachi
2020-04-16,1,0,0,Local - Social Contact,Sindh,Hyderabad
2020-04-16,10,0,0,Local - Social Contact,Sindh,Dadu
2020-04-16,3,0,0,Local - Social Contact,Sindh,Shikarpur
2020-04-16,73,0,0,Unknown,Sindh,Khairpur
2020-04-16,52,0,0,Unknown,Sindh,Sukkur
2020-04-16,96,0,0,Unknown,Sindh,Ghotki
2020-04-16,4,0,0,Local - Social Contact,Sindh,Tando Alahyar
2020-04-16,1,0,0,Local - Social Contact,Sindh,Tando M. Khan
2020-04-16,12,0,0,Local - Social Contact,Sindh,Sanghar
2020-04-16,5,0,0,Local - Social Contact,Sindh,Sujawal
2020-04-16,3,0,0,Local - Social Contact,Sindh,Naushero Feroz
2020-04-16,2,0,0,Local - Social Contact,Sindh,Badin
2020-04-16,2,0,0,Local - Social Contact,Sindh,Jamshoro
2020-04-16,53,0,0,Unknown,Sindh,Shaheed Benazirabad
2020-04-17,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
2020-04-17,123,2,3,Unknown,Sindh,Karachi
2020-04-17,0,0,2,Local - Social Contact,Sindh,Larkana
2020-04-17,1,0,0,Local - Social Contact,Sindh,Badin
2020-04-17,1,0,0,Local - Social Contact,Sindh,Naushero Feroz
2020-04-17,2,0,0,Local - Social Contact,Sindh,Sujawal
2020-04-17,1,0,0,Local - Social Contact,Sindh,Sanghar
2020-04-17,6,0,0,Local - Social Contact,Sindh,Tando M. Khan
2020-04-17,28,0,0,Unknown,Sindh,Ghotki
2020-04-17,73,0,0,Unknown,Sindh,Khairpur
2020-04-17,1,0,0,Local - Social Contact,Sindh,Umerkot
2020-04-17,2,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
2020-04-17,5,0,9,Local - Social Contact,Gilgit-Baltistan,Gilgit
2020-04-17,6,0,0,Unknown,Baluchistan,Quetta
2020-04-17,41,0,0,Local - Social Contact,Baluchistan,Quetta
2020-04-17,24,2,0,Local - Social Contact,Punjab,Lahore
2020-04-17,20,0,0,Local - Social Contact,Punjab,Rawalpindi
2020-04-17,10,0,0,Local - Social Contact,Punjab,Gujranwala
2020-04-17,9,0,0,Local - Social Contact,Punjab,Multan
2020-04-17,4,0,0,Local - Social Contact,Punjab,Gujrat
2020-04-17,8,0,0,Local - Social Contact,Punjab,Faisalabad
2020-04-17,20,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
2020-04-17,3,0,0,Local - Social Contact,Punjab,Sialkot
2020-04-17,4,0,0,Local - Social Contact,Punjab,Bahawal Nagar
2020-04-17,95,0,0,Tableeghi Jamaat,Punjab,Multan
2020-04-17,9,0,0,Local - Social Contact,Punjab,Muzaffargar
2020-04-17,2,0,0,Local - Social Contact,Punjab,Nankana
2020-04-17,1,0,0,Local - Social Contact,Punjab,Kasur
2020-04-17,4,0,0,Local - Social Contact,Punjab,Laiya
2020-04-18,9,1,2,Local - Social Contact,Islamabad Capital Territory,Islamabad
2020-04-18,138,1,11,Unknown,Sindh,Karachi
2020-04-18,0,0,273,Iran/Taftan,Sindh,Sukkur
2020-04-18,84,5,0,Unknown,Khyber Pakhtunkhwa,Peshawar
2020-04-18,7,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
2020-04-18,8,0,0,Local - Social Contact,Baluchistan,Quetta
2020-04-18,2,0,25,India,Punjab,Lahore
2020-04-18,5,4,0,Local - Social Contact,Punjab,Lahore
2020-04-18,2,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
2020-04-18,7,0,0,Local - Social Contact,Punjab,Gujrat
2020-04-18,1,0,0,Local - Social Contact,Punjab,Rawalpindi
2020-04-18,1,0,0,Local - Social Contact,Punjab,Chakwal
2020-04-18,1,0,0,Local - Social Contact,Punjab,Attock
2020-04-19,8,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
2020-04-19,0,0,29,Tableeghi Jamaat,Punjab,Lahore
2020-04-19,182,8,0,Unknown,Sindh,Karachi
2020-04-19,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
2020-04-19,6,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
2020-04-19,60,10,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
2020-04-19,56,0,0,Local - Social Contact,Baluchistan,Quetta
2020-04-19,3,0,0,Jail,Punjab,Lahore
2020-04-19,36,0,0,Local - Social Contact,Punjab,Lahore
2020-04-19,3,0,0,Local - Social Contact,Punjab,Multan
2020-04-19,0,0,4,Local - Social Contact,Punjab,Gujrat
2020-04-19,15,0,0,Local - Social Contact,Punjab,Gujranwala
2020-04-19,32,0,0,Local - Social Contact,Punjab,Rawalpindi
2020-04-19,1,0,0,Local - Social Contact,Punjab,Narowal
2020-04-19,2,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
2020-04-19,29,0,0,Local - Social Contact,Punjab,Sargodha
2020-04-19,13,0,0,Local - Social Contact,Punjab,Attock
2020-04-19,1,0,0,Local - Social Contact,Punjab,Sahewal
2020-04-19,23,0,0,Local - Social Contact,Punjab,Sialkot
2020-04-19,0,0,1,Local - Social Contact,Punjab,Hafizabad
2020-04-19,7,0,0,Local - Social Contact,Punjab,Nankana
2020-04-19,0,0,4,Local - Social Contact,Punjab,Bahawalpur
2020-04-19,76,0,0,Local - Social Contact,Punjab,Lodhran
2020-04-19,5,0,0,Local - Social Contact,Punjab,Khanewal
2020-04-19,5,0,0,Local - Social Contact,Punjab,Toba Tek Singh
2020-04-19,3,0,0,Local - Social Contact,Punjab,Sheikhupura
2020-04-19,1,0,0,Local - Social Contact,Punjab,Bhakhar
